IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location
140345322,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,04/26/2014,02:35,MISSION,"ARREST, BOOKED",VALENCIA ST / 16TH ST,-122.421886357981,37.7649178909423,"(37.7649178909423, -122.421886357981)"
140345485,MISSING PERSON,MISSING ADULT,Saturday,04/26/2014,02:38,TARAVAL,LOCATED,100 Block of CAMBON DR,-122.474234473684,37.716880626707,"(37.716880626707, -122.474234473684)"
140346411,NON-CRIMINAL,FOUND PROPERTY,Saturday,04/26/2014,14:30,RICHMOND,NONE,2400 Block of CLEMENT ST,-122.485283786103,37.7821136920992,"(37.7821136920992, -122.485283786103)"
140347259,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,04/26/2014,18:45,SOUTHERN,NONE,MARKET ST / VANNESS AV,-122.419257894814,37.7751462916539,"(37.7751462916539, -122.419257894814)"
140346461,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,04/26/2014,12:45,RICHMOND,NONE,1600 Block of JOHNFKENNEDY DR,-122.497751498072,37.7690915655415,"(37.7690915655415, -122.497751498072)"
140347243,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,04/26/2014,17:48,SOUTHERN,NONE,1600 Block of MISSION ST,-122.418588430945,37.7730237841843,"(37.7730237841843, -122.418588430945)"
140345485,MISSING PERSON,FOUND PERSON,Saturday,04/26/2014,02:38,TARAVAL,LOCATED,100 Block of CAMBON DR,-122.474234473684,37.716880626707,"(37.716880626707, -122.474234473684)"
140345560,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,04/26/2014,07:50,INGLESIDE,NONE,0 Block of PATTON ST,-122.422944940445,37.7381899658403,"(37.7381899658403, -122.422944940445)"
140345601,MISSING PERSON,MISSING ADULT,Saturday,04/26/2014,01:30,TARAVAL,NONE,1600 Block of 42ND AV,-122.501407700057,37.7553403486228,"(37.7553403486228, -122.501407700057)"
140355315,ASSAULT,THREATS AGAINST LIFE,Saturday,04/26/2014,19:00,SOUTHERN,NONE,900 Block of HOWARD ST,-122.406451078179,37.7803485981299,"(37.7803485981299, -122.406451078179)"
140345601,MISSING PERSON,FOUND PERSON,Saturday,04/26/2014,01:30,TARAVAL,NONE,1600 Block of 42ND AV,-122.501407700057,37.7553403486228,"(37.7553403486228, -122.501407700057)"
140345667,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,04/26/2014,08:38,NORTHERN,"ARREST, BOOKED",MARKET ST / 9TH ST,-122.416293820935,37.777493677735,"(37.777493677735, -122.416293820935)"
140342099,MISSING PERSON,MISSING JUVENILE,Friday,04/25/2014,06:30,PARK,LOCATED,100 Block of BELVEDERE ST,-122.449190820055,37.7672260381074,"(37.7672260381074, -122.449190820055)"
140341756,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,04/25/2014,01:10,SOUTHERN,PSYCHOPATHIC CASE,200 Block of 6TH ST,-122.406536533864,37.7792879135468,"(37.7792879135468, -122.406536533864)"
140352628,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,04/25/2014,20:00,PARK,NONE,100 Block of JOHNFKENNEDY DR,-122.457553459243,37.7712007065464,"(37.7712007065464, -122.457553459243)"
140344960,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,04/25/2014,22:30,NORTHERN,NONE,BUSH ST / FILLMORE ST,-122.433461662619,37.7870198718253,"(37.7870198718253, -122.433461662619)"
140344910,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,04/25/2014,23:12,SOUTHERN,"ARREST, BOOKED",2ND ST / SOUTHPARK AV,-122.392845456789,37.7824570677935,"(37.7824570677935, -122.392845456789)"
140344891,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,04/25/2014,18:00,SOUTHERN,NONE,HAWTHORNE ST / HARRISON ST,-122.396265814237,37.7834404321177,"(37.7834404321177, -122.396265814237)"
140344857,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,04/25/2014,23:00,INGLESIDE,NONE,4500 Block of MISSION ST,-122.434383959871,37.7252971085128,"(37.7252971085128, -122.434383959871)"
140352377,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,04/25/2014,10:00,CENTRAL,NONE,1000 Block of FILBERT ST,-122.416854834846,37.8005436120174,"(37.8005436120174, -122.416854834846)"
140344835,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,04/25/2014,22:50,SOUTHERN,PSYCHOPATHIC CASE,500 Block of 5TH ST,-122.399818081175,37.7774605549665,"(37.7774605549665, -122.399818081175)"
140344788,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,04/25/2014,22:40,NORTHERN,PSYCHOPATHIC CASE,POLK ST / UNION ST,-122.422340020122,37.7987607166938,"(37.7987607166938, -122.422340020122)"
140352214,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Friday,04/25/2014,12:00,RICHMOND,NONE,3400 Block of CLAY ST,-122.449495159215,37.7886596829153,"(37.7886596829153, -122.449495159215)"
140344772,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,04/25/2014,22:31,NORTHERN,"ARREST, BOOKED",POST ST / POLK ST,-122.419930111611,37.7868262082156,"(37.7868262082156, -122.419930111611)"
140344772,OTHER OFFENSES,RESISTING ARREST,Friday,04/25/2014,22:31,NORTHERN,"ARREST, BOOKED",POST ST / POLK ST,-122.419930111611,37.7868262082156,"(37.7868262082156, -122.419930111611)"
140344772,OTHER OFFENSES,PAROLE VIOLATION,Friday,04/25/2014,22:31,NORTHERN,"ARREST, BOOKED",POST ST / POLK ST,-122.419930111611,37.7868262082156,"(37.7868262082156, -122.419930111611)"
140344619,ASSAULT,THREATS AGAINST LIFE,Friday,04/25/2014,19:15,INGLESIDE,NONE,3300 Block of MISSION ST,-122.421607115588,37.7430114795183,"(37.7430114795183, -122.421607115588)"
140344619,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Friday,04/25/2014,19:15,INGLESIDE,NONE,3300 Block of MISSION ST,-122.421607115588,37.7430114795183,"(37.7430114795183, -122.421607115588)"
140344619,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,04/25/2014,19:15,INGLESIDE,NONE,3300 Block of MISSION ST,-122.421607115588,37.7430114795183,"(37.7430114795183, -122.421607115588)"
140344590,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,04/25/2014,21:45,SOUTHERN,NONE,0 Block of 3RD ST,-122.403022213173,37.7870834124742,"(37.7870834124742, -122.403022213173)"
140344562,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,04/25/2014,14:56,SOUTHERN,PSYCHOPATHIC CASE,1300 Block of MISSION ST,-122.415128118128,37.7759397780795,"(37.7759397780795, -122.415128118128)"
140351460,NON-CRIMINAL,LOST PROPERTY,Friday,04/25/2014,22:30,CENTRAL,NONE,POST ST / TAYLOR ST,-122.411702003165,37.7878718776438,"(37.7878718776438, -122.411702003165)"
140351460,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,04/25/2014,22:30,CENTRAL,NONE,POST ST / TAYLOR ST,-122.411702003165,37.7878718776438,"(37.7878718776438, -122.411702003165)"
140351410,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,04/25/2014,22:30,BAYVIEW,NONE,1100 Block of KEY AV,-122.398109662653,37.7202433955883,"(37.7202433955883, -122.398109662653)"
140344534,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,04/25/2014,21:35,CENTRAL,"ARREST, CITED",THE EMBARCADERONORTH ST / BROADWAY ST,-122.397391852808,37.7990658806462,"(37.7990658806462, -122.397391852808)"
140344487,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,04/25/2014,21:35,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.403742962696,37.7752316978114,"(37.7752316978114, -122.403742962696)"
140344465,WARRANTS,WARRANT ARREST,Friday,04/25/2014,21:00,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406656623063,37.7568256145423,"(37.7568256145423, -122.406656623063)"
140344465,DRUG/NARCOTIC,POSSESSION OF COCAINE,Friday,04/25/2014,21:00,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406656623063,37.7568256145423,"(37.7568256145423, -122.406656623063)"
140351153,NON-CRIMINAL,LOST PROPERTY,Friday,04/25/2014,18:00,MISSION,NONE,4100 Block of 18TH ST,-122.435236586404,37.7608405871084,"(37.7608405871084, -122.435236586404)"
140344459,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,04/25/2014,18:30,MISSION,NONE,MISSION ST / 16TH ST,-122.419671780296,37.7650501214668,"(37.7650501214668, -122.419671780296)"
140344443,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,04/25/2014,20:35,SOUTHERN,PSYCHOPATHIC CASE,800 Block of MARKET ST,-122.408030866262,37.7839739947693,"(37.7839739947693, -122.408030866262)"
140351062,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Friday,04/25/2014,18:45,CENTRAL,NONE,700 Block of FRONT ST,-122.399818628309,37.7982348277339,"(37.7982348277339, -122.399818628309)"
140350951,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Friday,04/25/2014,18:00,SOUTHERN,NONE,1100 Block of HOWARD ST,-122.409851899353,37.7776578515009,"(37.7776578515009, -122.409851899353)"
140344437,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Friday,04/25/2014,20:00,CENTRAL,NONE,300 Block of POWELL ST,-122.40833353294,37.7876829824756,"(37.7876829824756, -122.40833353294)"
140350713,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,04/25/2014,16:00,INGLESIDE,NONE,CAYUGA AV / SANJUAN AV,-122.437933626409,37.7250944547686,"(37.7250944547686, -122.437933626409)"
140346659,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,04/25/2014,08:30,MISSION,NONE,300 Block of VALENCIA ST,-122.42201860337,37.7666927128804,"(37.7666927128804, -122.42201860337)"
140348649,NON-CRIMINAL,LOST PROPERTY,Friday,04/25/2014,12:00,SOUTHERN,NONE,0 Block of 6TH ST,-122.409358898765,37.7813316303131,"(37.7813316303131, -122.409358898765)"
140342293,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,04/25/2014,09:18,SOUTHERN,"ARREST, CITED",HARRISON ST / BERWICK PL,-122.407768798032,37.7743521344838,"(37.7743521344838, -122.407768798032)"
140342760,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Friday,04/25/2014,08:30,SOUTHERN,NONE,500 Block of STEVENSON ST,-122.411255918296,37.7803828549129,"(37.7803828549129, -122.411255918296)"
140341803,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,04/25/2014,02:06,CENTRAL,NONE,2600 Block of MASON ST,-122.414033178591,37.8079646778902,"(37.8079646778902, -122.414033178591)"
140342328,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Friday,04/25/2014,09:40,TENDERLOIN,"ARREST, BOOKED",HYDE ST / FULTON ST,-122.415127837608,37.7797870676495,"(37.7797870676495, -122.415127837608)"
140341819,LARCENY/THEFT,ATTEMPTED THEFT FROM UNLOCKED VEHICLE,Friday,04/25/2014,02:07,BAYVIEW,NONE,1400 Block of SILVER AV,-122.408923928198,37.7314625703571,"(37.7314625703571, -122.408923928198)"
140342328,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Friday,04/25/2014,09:40,TENDERLOIN,"ARREST, BOOKED",HYDE ST / FULTON ST,-122.415127837608,37.7797870676495,"(37.7797870676495, -122.415127837608)"
140341897,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,04/25/2014,03:20,TARAVAL,NONE,46TH AV / JUDAH ST,-122.505928450113,37.7604217436765,"(37.7604217436765, -122.505928450113)"
140341881,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,04/25/2014,03:50,MISSION,"ARREST, CITED",1100 Block of ALABAMA ST,-122.411105359377,37.7527243457279,"(37.7527243457279, -122.411105359377)"
140341853,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,04/25/2014,02:54,MISSION,NONE,22ND ST / MISSION ST,-122.418748733523,37.7554371875097,"(37.7554371875097, -122.418748733523)"
140344471,ASSAULT,ASSAULT,Friday,04/25/2014,20:55,TENDERLOIN,NONE,HYDE ST / GOLDEN GATE AV,-122.415508242782,37.7816542806075,"(37.7816542806075, -122.415508242782)"
140341784,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,04/25/2014,01:16,CENTRAL,"ARREST, CITED",POWELL ST / SUTTER ST,-122.408597386677,37.789224205873,"(37.789224205873, -122.408597386677)"
140345598,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,04/25/2014,20:30,PARK,NONE,BEAVER ST / NOE ST,-122.433180741696,37.7650600768925,"(37.7650600768925, -122.433180741696)"
140341847,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,04/25/2014,02:35,TENDERLOIN,PSYCHOPATHIC CASE,400 Block of ELLIS ST,-122.413846741905,37.7846977217764,"(37.7846977217764, -122.413846741905)"
140341778,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,04/25/2014,01:15,MISSION,NONE,2500 Block of MISSION ST,-122.418793113971,37.755458593992,"(37.755458593992, -122.418793113971)"
140341762,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,04/25/2014,01:01,MISSION,"ARREST, CITED",17TH ST / POND ST,-122.432125446279,37.7626683234524,"(37.7626683234524, -122.432125446279)"
140342328,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Friday,04/25/2014,09:40,TENDERLOIN,"ARREST, BOOKED",HYDE ST / FULTON ST,-122.415127837608,37.7797870676495,"(37.7797870676495, -122.415127837608)"
140341762,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,04/25/2014,01:01,MISSION,"ARREST, CITED",17TH ST / POND ST,-122.432125446279,37.7626683234524,"(37.7626683234524, -122.432125446279)"
140341762,OTHER OFFENSES,PROBATION VIOLATION,Friday,04/25/2014,01:01,MISSION,"ARREST, CITED",17TH ST / POND ST,-122.432125446279,37.7626683234524,"(37.7626683234524, -122.432125446279)"
140342152,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Friday,04/25/2014,00:01,TARAVAL,NONE,SANDIEGO AV / DELONG ST,-122.466594666405,37.7086670599229,"(37.7086670599229, -122.466594666405)"
140341803,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Friday,04/25/2014,02:06,CENTRAL,NONE,2600 Block of MASON ST,-122.414033178591,37.8079646778902,"(37.8079646778902, -122.414033178591)"
140342447,OTHER OFFENSES,PAROLE VIOLATION,Friday,04/25/2014,10:20,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.409165910685,37.7831675657647,"(37.7831675657647, -122.409165910685)"
140342447,TRESPASS,TRESPASSING,Friday,04/25/2014,10:20,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.409165910685,37.7831675657647,"(37.7831675657647, -122.409165910685)"
140342469,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Friday,04/25/2014,09:55,CENTRAL,NONE,1300 Block of CLAY ST,-122.41504472838,37.7931156360197,"(37.7931156360197, -122.41504472838)"
140344578,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,04/25/2014,21:26,TARAVAL,"ARREST, BOOKED",900 Block of IRVING ST,-122.467567791171,37.7640904803482,"(37.7640904803482, -122.467567791171)"
140347613,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,17:00,RICHMOND,NONE,400 Block of PRESIDIO AV,-122.446852937374,37.7877741761284,"(37.7877741761284, -122.446852937374)"
140357747,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,04/25/2014,18:00,TARAVAL,NONE,21ST AV / KIRKHAM ST,-122.479004807013,37.759736903877,"(37.759736903877, -122.479004807013)"
146080150,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,04/25/2014,08:50,CENTRAL,NONE,500 Block of GEARY ST,-122.41239527552,37.786860924111,"(37.786860924111, -122.41239527552)"
146080166,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,00:01,CENTRAL,NONE,PACIFIC AV / STOCKTON ST,-122.408433097286,37.7967039278443,"(37.7967039278443, -122.408433097286)"
140341803,ASSAULT,THREATS AGAINST LIFE,Friday,04/25/2014,02:06,CENTRAL,NONE,2600 Block of MASON ST,-122.414033178591,37.8079646778902,"(37.8079646778902, -122.414033178591)"
140342522,WARRANTS,WARRANT ARREST,Friday,04/25/2014,10:59,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013,"(37.7832145190013, -122.410768766343)"
140341847,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,04/25/2014,02:35,TENDERLOIN,PSYCHOPATHIC CASE,400 Block of ELLIS ST,-122.413846741905,37.7846977217764,"(37.7846977217764, -122.413846741905)"
140342613,ASSAULT,BATTERY,Friday,04/25/2014,09:45,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409569285592,37.7832965260017,"(37.7832965260017, -122.409569285592)"
140342613,ASSAULT,THREATS AGAINST LIFE,Friday,04/25/2014,09:45,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409569285592,37.7832965260017,"(37.7832965260017, -122.409569285592)"
140342061,TRESPASS,TRESPASSING,Friday,04/25/2014,04:30,RICHMOND,"ARREST, BOOKED",500 Block of 14TH AV,-122.462017143344,37.7787876474562,"(37.7787876474562, -122.462017143344)"
140342691,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,04/25/2014,03:20,CENTRAL,UNFOUNDED,POST ST / JONES ST,-122.413358051141,37.787663719572,"(37.787663719572, -122.413358051141)"
140341922,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,04/25/2014,03:00,TENDERLOIN,NONE,300 Block of EDDY ST,-122.412601261914,37.783897637404,"(37.783897637404, -122.412601261914)"
140341966,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Friday,04/25/2014,03:45,CENTRAL,"ARREST, BOOKED",1100 Block of HYDE ST,-122.417418179596,37.7913124762202,"(37.7913124762202, -122.417418179596)"
146080279,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,11:30,NORTHERN,NONE,2100 Block of LOMBARD ST,-122.437549236571,37.7996856019805,"(37.7996856019805, -122.437549236571)"
146084378,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,04/25/2014,14:00,BAYVIEW,NONE,0 Block of NICHOLS WY,-122.386778448944,37.7195798618122,"(37.7195798618122, -122.386778448944)"
140345388,MISSING PERSON,FOUND PERSON,Friday,04/25/2014,16:00,BAYVIEW,LOCATED,KEY AV / 3RD ST,-122.396954396252,37.7194784623737,"(37.7194784623737, -122.396954396252)"
146080285,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,03:00,NORTHERN,NONE,2300 Block of WEBSTER ST,-122.43289041241,37.7918429152102,"(37.7918429152102, -122.43289041241)"
146080310,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,04/25/2014,20:30,NORTHERN,NONE,700 Block of LARKIN ST,-122.417868355013,37.7847893614174,"(37.7847893614174, -122.417868355013)"
140343025,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,11:30,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978114,"(37.7752316978114, -122.403742962696)"
146084384,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,04/25/2014,20:15,BAYVIEW,NONE,300 Block of CONNECTICUT ST,-122.397433200456,37.7623034819285,"(37.7623034819285, -122.397433200456)"
146084390,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,18:30,BAYVIEW,NONE,1100 Block of EVANS AV,-122.380927762471,37.7386192010017,"(37.7386192010017, -122.380927762471)"
140343138,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,04/25/2014,13:51,INGLESIDE,"ARREST, CITED",SILVER AV / LISBON ST,-122.428668349862,37.7285338395148,"(37.7285338395148, -122.428668349862)"
146080360,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,04/25/2014,16:00,INGLESIDE,NONE,5800 Block of MISSION ST,-122.450615849739,37.7093825510869,"(37.7093825510869, -122.450615849739)"
146084403,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,17:00,BAYVIEW,NONE,800 Block of CHINABASIN ST,-122.386855081946,37.7653210471171,"(37.7653210471171, -122.386855081946)"
146084419,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,17:00,BAYVIEW,NONE,0 Block of SILLIMAN ST,-122.394215903191,37.7835020551827,"(37.7835020551827, -122.394215903191)"
146080376,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,18:15,INGLESIDE,NONE,200 Block of JOHNFSHELLEY DR,-122.418556813553,37.7187714113191,"(37.7187714113191, -122.418556813553)"
146084425,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,17:30,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978114,"(37.7752316978114, -122.403742962696)"
140342011,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Friday,04/25/2014,06:22,BAYVIEW,NONE,1400 Block of MENDELL ST,-122.390433304546,37.7344453657749,"(37.7344453657749, -122.390433304546)"
140343241,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,04/25/2014,14:00,TARAVAL,NONE,700 Block of HEAD ST,-122.464620674142,37.7215802290721,"(37.7215802290721, -122.464620674142)"
140342011,NON-CRIMINAL,FIRE REPORT,Friday,04/25/2014,06:22,BAYVIEW,NONE,1400 Block of MENDELL ST,-122.390433304546,37.7344453657749,"(37.7344453657749, -122.390433304546)"
140343285,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Friday,04/25/2014,14:39,BAYVIEW,NONE,1300 Block of MARIN ST,-122.389533267521,37.748867989378,"(37.748867989378, -122.389533267521)"
140343304,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Friday,04/25/2014,15:07,CENTRAL,"ARREST, BOOKED",900 Block of PINE ST,-122.41063905441,37.7909130412402,"(37.7909130412402, -122.41063905441)"
140342180,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,04/25/2014,08:19,CENTRAL,NONE,900 Block of POST ST,-122.417336998151,37.7871228466771,"(37.7871228466771, -122.417336998151)"
140343398,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,04/25/2014,15:33,TARAVAL,"ARREST, CITED",JUNIPERO SERRA BL / WINSTON DR,-122.472055313907,37.7268239063089,"(37.7268239063089, -122.472055313907)"
146080514,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,14:30,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978114,"(37.7752316978114, -122.403742962696)"
146080520,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,00:01,RICHMOND,NONE,600 Block of PRESIDIO AV,-122.446415715828,37.7860226362006,"(37.7860226362006, -122.446415715828)"
146080536,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,22:34,RICHMOND,NONE,100 Block of 26TH AV,-122.479635448715,37.7844858115745,"(37.7844858115745, -122.479635448715)"
146080542,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,04/25/2014,18:00,RICHMOND,NONE,WALNUT ST / JACKSON ST,-122.44919029958,37.7906065942199,"(37.7906065942199, -122.44919029958)"
146080558,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,22:00,RICHMOND,NONE,400 Block of ARGUELLO BL,-122.458828860498,37.7827200041553,"(37.7827200041553, -122.458828860498)"
146080564,NON-CRIMINAL,LOST PROPERTY,Friday,04/25/2014,08:00,RICHMOND,NONE,3700 Block of CALIFORNIA ST,-122.455071300717,37.7862393407295,"(37.7862393407295, -122.455071300717)"
146084550,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,18:25,SOUTHERN,NONE,800 Block of 3RD ST,-122.391805008238,37.7781399144288,"(37.7781399144288, -122.391805008238)"
146080570,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,13:40,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978114,"(37.7752316978114, -122.403742962696)"
140343473,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Friday,04/25/2014,11:55,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407036790381,37.78475328357,"(37.78475328357, -122.407036790381)"
146080605,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,04/25/2014,11:00,CENTRAL,NONE,500 Block of POWELL ST,-122.408782631361,37.7894477247253,"(37.7894477247253, -122.408782631361)"
140348893,NON-CRIMINAL,LOST PROPERTY,Friday,04/25/2014,20:00,MISSION,NONE,24TH ST / BRYANT ST,-122.409131939489,37.7527969985584,"(37.7527969985584, -122.409131939489)"
146080627,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,04/25/2014,20:15,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978114,"(37.7752316978114, -122.403742962696)"
146080633,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,04/25/2014,23:45,CENTRAL,NONE,600 Block of JONES ST,-122.413225933171,37.7867658089892,"(37.7867658089892, -122.413225933171)"
140343417,OTHER OFFENSES,BEYOND PARENTAL CONTROL,Friday,04/25/2014,14:55,MISSION,NONE,24TH ST / UTAH ST,-122.405333200208,37.7530644943091,"(37.7530644943091, -122.405333200208)"
140343417,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,04/25/2014,14:55,MISSION,NONE,24TH ST / UTAH ST,-122.405333200208,37.7530644943091,"(37.7530644943091, -122.405333200208)"
140344722,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,04/25/2014,22:22,MISSION,"ARREST, CITED",16TH ST / VALENCIA ST,-122.421886357981,37.7649178909423,"(37.7649178909423, -122.421886357981)"
146080677,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,14:54,PARK,NONE,100 Block of DOWNEY ST,-122.447101788332,37.7664196496287,"(37.7664196496287, -122.447101788332)"
146080683,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/25/2014,15:03,PARK,NONE,100 Block of DOWNEY ST,-122.447101788332,37.7664196496287,"(37.7664196496287, -122.447101788332)"
146080699,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,04/25/2014,00:01,PARK,NONE,600 Block of BAKER ST,-122.441667360638,37.7766240103459,"(37.7766240103459, -122.441667360638)"
